,Actual value,Predicted value
4945,0.0,2.2842192317630863
3304,0.0,2.2842192317630863
5156,15.8,2.2842192317630863
3589,0.0,2.2842192317630863
3797,0.0,2.2842192317630863
2792,0.0,2.2842192317630863
2632,0.0,2.2842192317630863
4395,0.0,2.2842192317630863
6286,1.8,2.2842192317630863
2818,0.0,2.2842192317630863
3098,0.0,2.2842192317630863
4093,31.3,24.32467807233172
675,0.0,2.2842192317630863
2102,0.0,2.2842192317630863
4874,27.7,2.2842192317630863
2360,0.0,2.2842192317630863
5289,15.3,19.65385235777413
2957,0.0,2.2842192317630863
733,0.0,2.2842192317630863
3963,0.0,2.2842192317630863
6041,0.0,2.2842192317630863
82,23.4,2.2842192317630863
1389,0.0,2.2842192317630863
1669,0.0,2.2842192317630863
3726,0.0,2.2842192317630863
4172,0.0,2.2842192317630863
4278,0.0,2.2842192317630863
7132,0.0,2.2842192317630863
5412,0.0,2.2842192317630863
1329,0.0,2.2842192317630863
5146,24.3,2.2842192317630863
4253,4.4,24.1787147687518
5197,7.5,2.2842192317630863
7167,0.0,2.2842192317630863
2983,14.6,2.2842192317630863
4609,0.0,10.896054142978649
5415,0.0,2.2842192317630863
1910,0.0,2.2842192317630863
3899,4.4,2.2842192317630863
3550,0.0,2.2842192317630863
1125,0.0,2.2842192317630863
4008,0.0,2.2842192317630863
853,0.0,2.2842192317630863
4085,14.3,26.149219367080786
1410,0.0,2.2842192317630863
7248,4.2,2.2842192317630863
358,0.0,2.2842192317630863
6598,0.0,2.2842192317630863
1548,0.0,2.2842192317630863
3380,0.0,2.2842192317630863
1363,20.3,13.377430303837368
400,0.0,2.2842192317630863
1963,0.0,2.2842192317630863
465,0.0,2.2842192317630863
243,0.0,2.2842192317630863
2305,21.3,8.706604589279776
1498,0.0,2.2842192317630863
892,0.0,2.2842192317630863
1381,0.0,2.2842192317630863
5794,0.0,2.2842192317630863
4900,0.0,2.2842192317630863
7113,0.0,2.2842192317630863
1783,0.0,2.2842192317630863
5626,0.0,2.2842192317630863
4475,0.0,2.2842192317630863
5750,0.0,2.2842192317630863
1866,0.0,2.2842192317630863
812,5.9,18.340182625554807
3704,0.0,2.2842192317630863
4520,1.8,2.2842192317630863
6791,7.0,2.2842192317630863
6709,0.0,2.2842192317630863
5897,7.5,2.2842192317630863
3073,0.0,2.2842192317630863
4006,1.8,2.2842192317630863
859,0.0,2.2842192317630863
6458,0.0,2.2842192317630863
1163,0.0,2.2842192317630863
2037,0.0,2.2842192317630863
1583,0.0,2.2842192317630863
4161,18.0,7.31995320527049
3793,0.0,2.2842192317630863
6486,14.6,2.2842192317630863
7238,8.3,2.2842192317630863
5449,0.0,2.2842192317630863
7213,24.9,2.2842192317630863
682,0.0,2.2842192317630863
4885,36.8,2.2842192317630863
5965,0.0,2.2842192317630863
6457,0.0,2.2842192317630863
1843,0.0,2.2842192317630863
6182,0.0,2.2842192317630863
7145,0.0,2.2842192317630863
3208,0.0,2.2842192317630863
3090,0.0,2.2842192317630863
919,0.0,2.2842192317630863
4930,0.0,2.2842192317630863
1220,0.0,2.2842192317630863
4073,13.8,2.2842192317630863
4753,0.0,2.2842192317630863
1307,0.0,2.2842192317630863
1799,0.0,2.2842192317630863
2519,0.0,2.2842192317630863
1982,0.0,2.2842192317630863
92,0.0,2.2842192317630863
3965,0.0,2.2842192317630863
3042,4.4,2.2842192317630863
7010,0.0,2.2842192317630863
7027,0.0,2.2842192317630863
5394,17.9,8.414677982119926
4419,0.0,2.2842192317630863
4241,7.7,2.2842192317630863
1297,0.0,2.2842192317630863
4134,2.5,2.2842192317630863
966,0.0,2.2842192317630863
7319,2.0,2.2842192317630863
1061,0.0,2.2842192317630863
6374,0.0,2.2842192317630863
783,0.0,2.2842192317630863
1004,22.6,2.2842192317630863
6580,0.0,2.2842192317630863
1998,0.0,2.2842192317630863
1739,0.0,2.2842192317630863
1016,0.0,2.2842192317630863
2122,0.0,2.2842192317630863
415,0.0,4.400687133671996
5857,3.3,2.2842192317630863
2917,0.0,2.2842192317630863
4233,12.1,2.2842192317630863
2436,0.0,2.2842192317630863
1195,0.0,2.2842192317630863
2275,0.0,2.2842192317630863
1533,0.0,2.2842192317630863
2334,0.0,2.2842192317630863
5211,1.8,2.2842192317630863
2048,0.0,2.2842192317630863
4739,0.0,2.2842192317630863
1483,0.0,2.2842192317630863
5752,0.0,2.2842192317630863
5713,0.0,2.2842192317630863
7114,16.6,2.2842192317630863
5159,8.3,2.2842192317630863
6111,0.0,2.2842192317630863
387,0.0,2.2842192317630863
1673,0.0,2.2842192317630863
6,0.0,2.2842192317630863
2975,0.0,2.2842192317630863
1752,0.0,2.2842192317630863
3656,0.0,2.2842192317630863
2207,0.0,2.2842192317630863
325,0.0,2.2842192317630863
6532,6.6,2.2842192317630863
1722,0.0,2.2842192317630863
4437,0.0,2.2842192317630863
4417,0.0,2.2842192317630863
2015,29.9,10.67710918760876
507,0.0,2.2842192317630863
597,0.0,2.2842192317630863
6181,0.0,2.2842192317630863
5308,0.0,2.2842192317630863
7045,20.8,8.122751374960076
7119,0.0,2.2842192317630863
4627,0.0,2.2842192317630863
4538,1.8,2.2842192317630863
326,0.0,2.2842192317630863
5219,19.1,2.2842192317630863
1595,0.0,2.2842192317630863
702,16.9,21.259448697153303
5266,0.0,2.2842192317630863
6970,0.0,2.2842192317630863
56,0.0,2.2842192317630863
3737,7.7,6.809081642740754
104,0.0,2.2842192317630863
95,0.0,2.2842192317630863
5975,0.0,2.2842192317630863
2507,0.0,2.2842192317630863
6265,1.8,2.2842192317630863
42,27.0,2.2842192317630863
4698,0.0,2.2842192317630863
253,0.0,2.2842192317630863
2965,0.0,2.2842192317630863
2220,0.0,2.2842192317630863
6020,0.0,2.2842192317630863
3074,0.0,2.2842192317630863
2055,0.0,2.2842192317630863
6993,0.0,2.2842192317630863
826,6.8,5.203485303361582
7106,17.4,2.2842192317630863
7043,22.7,13.961283518157067
6438,0.0,2.2842192317630863
6798,0.0,2.2842192317630863
2213,0.0,2.2842192317630863
1809,0.0,2.2842192317630863
4251,4.4,24.032751465171874
129,0.0,2.2842192317630863
2780,0.0,2.2842192317630863
2040,0.0,2.2842192317630863
1002,39.0,7.757843116010265
3985,0.0,2.2842192317630863
1742,0.0,2.2842192317630863
6348,0.0,2.2842192317630863
5221,3.1,2.2842192317630863
7164,0.0,2.2842192317630863
1588,0.0,2.2842192317630863
2266,0.0,2.2842192317630863
4050,0.0,2.2842192317630863
3826,0.0,2.2842192317630863
2264,0.0,2.2842192317630863
3483,0.0,2.2842192317630863
628,0.0,2.2842192317630863
2235,0.0,2.2842192317630863
5447,0.0,2.2842192317630863
5630,0.0,2.2842192317630863
3252,1.8,2.2842192317630863
4720,0.0,2.2842192317630863
5767,0.0,2.2842192317630863
1554,0.0,2.2842192317630863
3868,0.0,2.2842192317630863
1633,0.0,2.2842192317630863
323,0.0,2.2842192317630863
2815,0.0,2.2842192317630863
335,0.0,2.2842192317630863
1103,0.0,2.2842192317630863
7192,14.1,2.2842192317630863
3898,32.1,2.2842192317630863
6838,0.0,2.2842192317630863
6100,0.0,2.2842192317630863
3233,1.8,2.2842192317630863
2006,0.0,2.2842192317630863
4776,0.0,2.2842192317630863
3155,0.0,2.2842192317630863
5434,0.0,2.2842192317630863
3894,0.0,2.2842192317630863
3174,1.8,2.2842192317630863
7056,0.0,2.2842192317630863
560,0.0,2.2842192317630863
1500,0.0,2.2842192317630863
5611,0.0,2.2842192317630863
5805,0.0,2.2842192317630863
3413,0.0,2.2842192317630863
611,0.0,2.2842192317630863
876,0.0,2.2842192317630863
4181,0.0,2.2842192317630863
2029,8.0,17.09949454512545
2994,0.0,2.2842192317630863
3639,0.0,2.2842192317630863
3266,0.0,2.2842192317630863
4635,0.0,2.2842192317630863
6763,0.0,2.2842192317630863
2561,0.0,2.2842192317630863
1690,0.0,2.2842192317630863
2687,13.0,27.827797358249917
2560,0.0,2.2842192317630863
417,35.4,11.479907357298345
3060,8.8,21.624356956103114
5787,7.0,4.327705481882033
1556,0.0,2.2842192317630863
5925,0.0,2.2842192317630863
1518,0.0,2.2842192317630863
515,27.9,2.2842192317630863
267,0.0,2.2842192317630863
172,0.0,2.2842192317630863
5504,0.0,2.2842192317630863
2866,0.0,2.2842192317630863
2149,0.0,2.2842192317630863
5379,0.0,2.2842192317630863
1995,0.0,2.2842192317630863
2641,0.0,2.2842192317630863
4219,0.0,2.2842192317630863
5018,49.8,2.2842192317630863
5924,0.0,2.2842192317630863
590,0.0,2.2842192317630863
1023,0.0,2.2842192317630863
3903,36.5,2.2842192317630863
5112,17.9,2.2842192317630863
3236,0.0,2.2842192317630863
6555,19.8,2.2842192317630863
6332,4.4,5.203485303361582
1088,0.0,2.2842192317630863
5865,15.1,2.2842192317630863
601,0.0,2.2842192317630863
3622,17.5,9.144494500019551
3535,0.0,2.2842192317630863
4126,25.4,2.2842192317630863
2804,0.0,2.2842192317630863
1333,0.0,2.2842192317630863
6316,0.0,2.2842192317630863
5605,0.0,2.2842192317630863
3021,0.0,2.2842192317630863
3360,0.0,2.2842192317630863
3430,0.0,2.2842192317630863
6251,0.0,2.2842192317630863
1203,0.0,2.2842192317630863
4071,23.8,2.2842192317630863
7272,0.0,2.2842192317630863
2736,0.0,2.2842192317630863
6888,0.0,2.2842192317630863
2999,0.0,2.2842192317630863
5321,0.0,2.2842192317630863
4958,4.4,5.860320169471243
3058,30.6,16.807567937965597
958,0.0,2.2842192317630863
30,0.0,2.2842192317630863
5407,0.0,2.2842192317630863
535,0.0,2.2842192317630863
5957,0.0,2.2842192317630863
4560,0.0,2.2842192317630863
2685,20.0,11.479907357298345
111,21.3,2.2842192317630863
6480,0.0,2.2842192317630863
7086,0.0,2.2842192317630863
2511,0.0,2.2842192317630863
1599,0.0,2.2842192317630863
481,0.0,2.2842192317630863
7111,1.8,2.2842192317630863
5071,0.0,2.2842192317630863
6231,0.0,2.2842192317630863
3156,0.0,2.2842192317630863
7065,0.0,2.2842192317630863
3686,0.0,2.2842192317630863
3111,0.0,2.2842192317630863
2695,27.0,17.75632941123511
6654,0.0,2.2842192317630863
5402,0.0,2.2842192317630863
3882,0.0,2.2842192317630863
4504,0.0,2.2842192317630863
3408,0.0,2.2842192317630863
2802,0.0,2.2842192317630863
4472,0.0,2.2842192317630863
3972,0.0,2.2842192317630863
4616,0.0,2.2842192317630863
1440,14.2,2.2842192317630863
2515,0.0,2.2842192317630863
5061,0.0,2.2842192317630863
3424,0.0,2.2842192317630863
4133,1.9,2.2842192317630863
403,0.0,2.2842192317630863
4121,0.0,2.2842192317630863
5856,1.8,2.2842192317630863
1214,0.0,2.2842192317630863
4713,0.0,2.2842192317630863
5390,26.3,13.450411955627331
6831,0.0,2.2842192317630863
2389,0.0,2.2842192317630863
244,0.0,2.2842192317630863
1328,0.0,2.2842192317630863
594,0.0,2.2842192317630863
2791,0.0,2.2842192317630863
4440,0.0,2.2842192317630863
569,0.0,2.2842192317630863
4545,0.0,2.2842192317630863
6170,0.0,2.2842192317630863
1664,0.0,2.2842192317630863
6263,39.2,2.2842192317630863
2674,0.0,2.2842192317630863
3348,0.0,2.2842192317630863
6701,0.0,2.2842192317630863
6364,0.0,2.2842192317630863
3804,0.0,2.2842192317630863
679,0.0,2.2842192317630863
3363,0.0,2.2842192317630863
5294,4.4,4.035778874722183
5816,0.0,2.2842192317630863
7103,3.0,2.2842192317630863
6506,9.5,20.23770557209383
1996,0.0,2.2842192317630863
2369,0.0,2.2842192317630863
2174,0.0,2.2842192317630863
4051,0.0,2.2842192317630863
3715,0.0,2.2842192317630863
870,0.0,2.2842192317630863
4170,1.8,2.2842192317630863
3524,0.0,2.2842192317630863
2273,0.0,2.2842192317630863
5302,0.0,2.2842192317630863
388,0.0,2.2842192317630863
410,0.0,2.2842192317630863
7004,0.0,2.2842192317630863
142,0.0,2.2842192317630863
1254,0.0,2.2842192317630863
941,0.0,2.2842192317630863
4743,0.0,2.2842192317630863
3811,0.0,2.2842192317630863
4854,0.0,2.2842192317630863
1304,0.0,2.2842192317630863
5233,0.0,2.2842192317630863
3631,0.0,2.2842192317630863
3146,0.0,2.2842192317630863
6806,0.0,2.2842192317630863
928,0.0,2.2842192317630863
1604,0.0,2.2842192317630863
1142,0.0,2.2842192317630863
5867,16.0,2.2842192317630863
2506,0.0,2.2842192317630863
5225,36.0,2.2842192317630863
6729,0.0,2.2842192317630863
3050,0.0,2.2842192317630863
4192,0.0,2.2842192317630863
844,0.0,2.2842192317630863
7203,14.6,2.2842192317630863
726,0.0,2.2842192317630863
7274,0.0,2.2842192317630863
566,0.0,2.2842192317630863
2152,0.0,2.2842192317630863
946,0.0,2.2842192317630863
5852,1.8,2.2842192317630863
7071,0.0,2.2842192317630863
1416,0.0,2.2842192317630863
3122,0.0,2.2842192317630863
1144,0.0,2.2842192317630863
2858,0.0,2.2842192317630863
920,0.0,2.2842192317630863
6192,0.0,2.2842192317630863
4910,0.0,2.2842192317630863
4321,0.0,2.2842192317630863
4380,0.0,2.2842192317630863
5115,4.9,2.2842192317630863
4000,0.0,2.2842192317630863
3081,0.0,2.2842192317630863
6560,19.0,2.2842192317630863
4983,0.0,2.2842192317630863
4048,17.7,12.063760571618044
6866,0.0,2.2842192317630863
1853,0.0,2.2842192317630863
3605,4.4,5.933301821261205
252,0.0,2.2842192317630863
2405,4.4,14.545136732476767
5006,0.0,2.2842192317630863
2538,4.4,28.411650572569613
2716,0.0,2.2842192317630863
5114,2.3,2.2842192317630863
4429,0.0,2.2842192317630863
934,0.0,2.2842192317630863
219,0.0,2.2842192317630863
3293,0.0,2.2842192317630863
